ppn,mem,seqlen,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
16,60G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem60G/seqlen35M/trial1/dup -u 50",0,9264,7753112,328,6,22889544,5007074,4096,94%,0,0,0,0,18.73,174.15,356,3:23.88
16,60G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem60G/seqlen40M/trial1/dup -u 50",0,9264,8892376,384,6,25589992,5734557,4096,98%,0,0,0,0,19.69,190.39,188,3:32.79
16,60G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem60G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem60G/seqlen5M/trial1/dup -u 50",0,9264,1046664,78,6,3201884,656427,4096,97%,0,0,0,0,2.72,22.90,74,0:26.30
16,90G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen10M/trial1/dup -u 50",0,9264,2179432,113,6,6550300,1387576,4096,98%,0,0,0,0,5.02,48.16,101,0:54.07
16,90G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen15M/trial1/dup -u 50",0,9264,3320384,138,6,9622508,2154468,4096,97%,0,0,0,0,7.80,63.70,94,1:13.28
16,90G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen20M/trial1/dup -u 50",0,9264,4467736,306,6,13415004,2891160,4096,98%,0,0,0,0,10.57,103.75,94,1:55.87
16,90G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen25M/trial1/dup -u 50",0,9264,5591792,189,6,16388900,3611069,4096,99%,0,0,0,0,13.16,128.79,86,2:22.19
16,90G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen30M/trial1/dup -u 50",0,9264,6637024,293,6,19449496,4284588,4096,95%,0,0,0,0,15.35,139.12,128,2:41.75
16,90G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen35M/trial1/dup -u 50",0,9264,7753112,714,6,22887800,5000067,4096,98%,0,0,0,0,18.23,179.85,153,3:20.61
16,90G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen40M/trial1/dup -u 50",0,9264,8892384,363,6,25588804,5733279,4096,98%,0,0,0,0,20.46,212.00,154,3:55.07
16,90G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn16/mem90G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn16/mem90G/seqlen5M/trial1/dup -u 50",0,9264,1046664,70,6,3203412,653742,4096,97%,0,0,0,0,2.55,23.47,86,0:26.67
20,10G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen10M/trial1/dup -u 50",0,9264,2179432,232,6,6548248,1392233,4096,99%,0,0,0,0,5.17,48.61,74,0:54.28
20,10G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen15M/trial1/dup -u 50",0,12544,3320376,262,7,9618636,2193229,4096,98%,0,0,0,0,10.82,74.58,88,1:26.44
20,10G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen20M/trial1/dup -u 50",0,9328,8,104,11,10485948,2651505,4096,97%,0,0,0,0,11.03,35.45,59,0:47.59
20,10G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen25M/trial1/dup -u 50",0,9264,0,172,7,10485940,2530921,4096,96%,0,0,0,0,11.57,24.28,59,0:37.28
20,10G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen30M/trial1/dup -u 50",0,9264,8,156,8,10485944,2519657,4096,85%,0,0,0,0,13.50,27.43,117,0:48.01
20,10G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen35M/trial1/dup -u 50",0,9296,8,467,7,10485916,2556934,4096,92%,0,0,0,0,15.19,27.68,77,0:46.61
20,10G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen40M/trial1/dup -u 50",0,13368,0,203,13,10485944,2577906,4096,77%,0,0,0,0,13.53,27.50,228,0:53.28
20,10G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem10G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem10G/seqlen5M/trial1/dup -u 50",0,9264,1046656,55,6,3207208,651112,4096,96%,0,0,0,0,2.52,23.10,79,0:26.42
20,110G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen10M/trial1/dup -u 50",0,9264,2179432,121,6,6544020,1394413,4096,98%,0,0,0,0,5.30,48.98,83,0:55.34
20,110G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen15M/trial1/dup -u 50",0,9264,3320384,446,6,9619732,2155334,4096,99%,0,0,0,0,17.32,139.38,110,2:37.26
20,110G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen20M/trial1/dup -u 50",0,9264,4467736,363,6,13419064,2888113,4096,99%,0,0,0,0,10.64,104.11,115,1:55.46
20,110G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen25M/trial1/dup -u 50",0,9264,5591792,467,6,16388056,3615187,4096,97%,0,0,0,0,13.19,132.63,180,2:29.61
20,110G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen30M/trial1/dup -u 50",0,9264,6637016,195,6,19449492,4287020,4096,97%,0,0,0,0,15.44,150.70,175,2:49.56
20,110G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen35M/trial1/dup -u 50",0,9264,7753104,300,6,22887596,5007561,4096,99%,0,0,0,0,18.50,153.71,157,2:53.37
20,110G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen40M/trial1/dup -u 50",0,9264,8892384,632,6,25584920,5737038,4096,98%,0,0,0,0,20.85,219.27,180,4:04.64
20,110G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem110G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem110G/seqlen5M/trial1/dup -u 50",0,9264,1046656,94,6,3202332,657049,4096,99%,0,0,0,0,2.51,21.37,70,0:24.01
20,20G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen10M/trial1/dup -u 50",0,9264,2179424,168,6,6548252,1388419,4096,99%,0,0,0,0,5.10,46.95,75,0:52.44
20,20G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen15M/trial1/dup -u 50",0,9264,3320384,256,6,9622584,2149406,4096,98%,0,0,0,0,8.17,72.64,86,1:21.88
20,20G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen20M/trial1/dup -u 50",0,9264,4467736,145,6,13416992,2894727,4096,98%,0,0,0,0,10.85,104.93,102,1:57.42
20,20G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen25M/trial1/dup -u 50",0,12544,5591784,203,7,16388900,3610321,4096,99%,0,0,0,0,14.62,114.65,121,2:09.47
20,20G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen30M/trial1/dup -u 50",0,14176,6637016,531,8,19446604,4286116,4096,98%,0,0,0,0,21.73,157.46,165,3:01.97
20,20G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen35M/trial1/dup -u 50",0,9264,0,343,8,20971712,4845642,4096,97%,0,0,0,0,20.84,72.73,73,1:36.02
20,20G,40M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen40M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen40M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen40M/trial1/dup -u 50",0,9352,8,475,10,20971712,5014809,4096,98%,0,0,0,0,23.04,71.59,82,1:36.19
20,20G,5M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen5M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem20G/seqlen5M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem20G/seqlen5M/trial1/dup -u 50",0,9264,1046656,99,6,3201508,655310,4096,99%,0,0,0,0,2.53,22.70,69,0:25.37
20,40G,10M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen10M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen10M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen10M/trial1/dup -u 50",0,9264,2179424,69,6,6543916,1391887,4096,97%,0,0,0,0,5.12,48.22,92,0:54.50
20,40G,15M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen15M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen15M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen15M/trial1/dup -u 50",0,9264,3320384,290,6,9620412,2157534,4096,99%,0,0,0,0,7.83,72.25,99,1:20.81
20,40G,20M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen20M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen20M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen20M/trial1/dup -u 50",0,9264,4467728,367,6,13416960,2888584,4096,98%,0,0,0,0,11.70,107.04,92,2:00.41
20,40G,25M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen25M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen25M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen25M/trial1/dup -u 50",0,9264,5591792,149,6,16388900,3610460,4096,98%,0,0,0,0,13.31,114.37,126,2:09.29
20,40G,30M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen30M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen30M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen30M/trial1/dup -u 50",0,9264,6637024,239,6,19451544,4283240,4096,97%,0,0,0,0,15.87,155.52,163,2:54.95
20,40G,35M,1,0,0,0,0,0,"/oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/NGS-ann-program/bin/cd-hit-dup -i /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen35M/trial1/no-human-1 -i2 /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/filter-human/ppn20/mem40G/seqlen35M/trial1/no-human-2 -o /oasis/scratch/comet/a3rao/temp_project/NGS-ann-project/LS002/dup/ppn20/mem40G/seqlen35M/trial1/dup -u 50",0,9264,7753104,415,6,22887624,5006526,4096,99%,0,0,0,0,18.25,174.66,135,3:14.73
